tokenized_sents,duplicate
The scene I cannot describe I should faint if I tried it for there is madness in a room full of classified charnel things with blood and lesser human debris almost ankle deep on the slimy floor and with hideous reptilian abnormalities sprouting bubbling and baking over a winking bluish green spectre of dim flame in a far corner of black shadows,The scene I cannot describe I should faint if I tried it for there is madness in a room full of classified charnel things with blood and lesser human debris almost ankle deep on the slimy floor and with hideous reptilian abnormalities sprouting bubbling and baking over a winking bluish green spectre of dim flame in a far corner of black shadows
This thing which seemed instinct with a fearsome and unnatural malignancy was of a somewhat bloated corpulence and squatted evilly on a rectangular block or pedestal covered with undecipherable characters,This thing which seemed instinct with a fearsome and unnatural malignancy was of a somewhat bloated corpulence and squatted evilly on a rectangular block or pedestal covered with undecipherable characters
Springing to the floor he washed and dressed in frantic haste as if it were necessary for him to get out of the house as quickly as possible,Springing to the floor he washed and dressed in frantic haste as if it were necessary for him to get out of the house as quickly as possible
Herbert West whose associate and assistant I was possessed scientific interests far beyond the usual routine of a village physician,Herbert West whose associate and assistant I was possessed scientific interests far beyond the usual routine of a village physician
Finally I was sure it was not a face at all but a fiendishly cunning mask,Finally I was sure it was not a face at all but a fiendishly cunning mask
A weak filtered glow from the rain harassed street lamps outside and a feeble phosphorescence from the detestable fungi within shewed the dripping stone of the walls from which all traces of whitewash had vanished the dank foetid and mildew tainted hard earth floor with its obscene fungi the rotting remains of what had been stools chairs and tables and other more shapeless furniture the heavy planks and massive beams of the ground floor overhead the decrepit plank door leading to bins and chambers beneath other parts of the house the crumbling stone staircase with ruined wooden hand rail and the crude and cavernous fireplace of blackened brick where rusted iron fragments revealed the past presence of hooks andirons spit crane and a door to the Dutch oven these things and our austere cot and camp chairs and the heavy and intricate destructive machinery we had brought,A weak filtered glow from the rain harassed street lamps outside and a feeble phosphorescence from the detestable fungi within shewed the dripping stone of the walls from which all traces of whitewash had vanished the dank foetid and mildew tainted hard earth floor with its obscene fungi the rotting remains of what had been stools chairs and tables and other more shapeless furniture the heavy planks and massive beams of the ground floor overhead the decrepit plank door leading to bins and chambers beneath other parts of the house the crumbling stone staircase with ruined wooden hand rail and the crude and cavernous fireplace of blackened brick where rusted iron fragments revealed the past presence of hooks andirons spit crane and a door to the Dutch oven these things and our austere cot and camp chairs and the heavy and intricate destructive machinery we had brought
I believe that my mind was partly unhinged by events since August th the daemon shadow in the mansion the general strain and disappointment and the thing that occurred at the hamlet in an October storm,I believe that my mind was partly unhinged by events since August th the daemon shadow in the mansion the general strain and disappointment and the thing that occurred at the hamlet in an October storm
It is only the inferior thinker who hastens to explain the singular and the complex by the primitive short cut of supernaturalism,It is only the inferior thinker who hastens to explain the singular and the complex by the primitive short cut of supernaturalism
Around the creatures neck had been found a golden chain bearing an empty locket on which were armorial designs no doubt some hapless travellers keepsake taken by the Nbangus and hung upon the goddess as a charm,Around the creatures neck had been found a golden chain bearing an empty locket on which were armorial designs no doubt some hapless travellers keepsake taken by the Nbangus and hung upon the goddess as a charm
But all agreed on one thing that the refusal of all the cats to eat their portions of meat or drink their saucers of milk was exceedingly curious,But all agreed on one thing that the refusal of all the cats to eat their portions of meat or drink their saucers of milk was exceedingly curious
The coffin of Jan Martense had soon been unearthed it now held only dust and nitre but in my fury to exhume his ghost I delved irrationally and clumsily down beneath where he had lain,The coffin of Jan Martense had soon been unearthed it now held only dust and nitre but in my fury to exhume his ghost I delved irrationally and clumsily down beneath where he had lain
And it is written in the papyrus of Ilarnek that they one day discovered fire and thereafter kindled flames on many ceremonial occasions,And it is written in the papyrus of Ilarnek that they one day discovered fire and thereafter kindled flames on many ceremonial occasions
Haff on ems clean gone an nigh haff o them that is left is sucked most dry o blood with sores on em like theys ben on Whateleys cattle ever senct Lavinnys black brat was born,Haff on ems clean gone an nigh haff o them that is left is sucked most dry o blood with sores on em like theys ben on Whateleys cattle ever senct Lavinnys black brat was born
And mixed with the distant chant of the Sabbat and the whimpers of Brown Jenkin in the gulf below he thought he heard another and wilder whine from unknown depths,And mixed with the distant chant of the Sabbat and the whimpers of Brown Jenkin in the gulf below he thought he heard another and wilder whine from unknown depths
In the darkness I raised my free hand and tested the barrier finding it stone and immovable,In the darkness I raised my free hand and tested the barrier finding it stone and immovable
And it was there that fulfilment came and he met the cortege of knights come from CelephaA s to bear him thither forever,And it was there that fulfilment came and he met the cortege of knights come from CelephaA s to bear him thither forever
Lunch and dinner were brought him but he ate only the smallest fraction of either,Lunch and dinner were brought him but he ate only the smallest fraction of either
They must have fixed up some awful scare for that fellow,They must have fixed up some awful scare for that fellow
It had rested a heavy arm or fore leg on my chest   ,It had rested a heavy arm or fore leg on my chest   
Once in a while I noticed dead stumps and crumbling foundation walls above the drifting sand and recalled the old tradition quoted in one of the histories I had read that this was once a fertile and thickly settled countryside,Once in a while I noticed dead stumps and crumbling foundation walls above the drifting sand and recalled the old tradition quoted in one of the histories I had read that this was once a fertile and thickly settled countryside
My formerly silent tongue waxed voluble with the easy grace of a Chesterfield or the godless cynicism of a Rochester,My formerly silent tongue waxed voluble with the easy grace of a Chesterfield or the godless cynicism of a Rochester
I likewise did much of his shopping and gasped in bafflement at some of the chemicals he ordered from druggists and laboratory supply houses,I likewise did much of his shopping and gasped in bafflement at some of the chemicals he ordered from druggists and laboratory supply houses
Wisely did Ibn Schacabao say that happy is the tomb where no wizard hath lain and happy the town at night whose wizards are all ashes,Wisely did Ibn Schacabao say that happy is the tomb where no wizard hath lain and happy the town at night whose wizards are all ashes
Gradually I had come to be his inseparable assistant and now that we were out of college we had to keep together,Gradually I had come to be his inseparable assistant and now that we were out of college we had to keep together
Bizarre manifestations were now too frequent to count,Bizarre manifestations were now too frequent to count
Heh heh heh heh Beginnin to see hey,Heh heh heh heh Beginnin to see hey
At the same time the wolfish wind rose to daemoniac crescendoes of ululation,At the same time the wolfish wind rose to daemoniac crescendoes of ululation
Then there was a more subtle fear a very fantastic sensation resulting from a curious experiment in the Canadian army in ,Then there was a more subtle fear a very fantastic sensation resulting from a curious experiment in the Canadian army in 
On the third night frantic bands of searchers led by the police captured it in a house on Crane Street near the Miskatonic campus,On the third night frantic bands of searchers led by the police captured it in a house on Crane Street near the Miskatonic campus
A sort of mad eyed monstrosity behind the leader seized on Herbert West,A sort of mad eyed monstrosity behind the leader seized on Herbert West
About seven of the clock Luther Brown the hired boy at George Coreys between Cold Spring Glen and the village rushed frenziedly back from his morning trip to Ten Acre Meadow with the cows,About seven of the clock Luther Brown the hired boy at George Coreys between Cold Spring Glen and the village rushed frenziedly back from his morning trip to Ten Acre Meadow with the cows
He climbed interminably along the grotesque stone moulding that is one would call it climbing if the thing was not after all horizontal and the men wondered how any door in the universe could be so vast,He climbed interminably along the grotesque stone moulding that is one would call it climbing if the thing was not after all horizontal and the men wondered how any door in the universe could be so vast
That Halloween the hill noises sounded louder than ever and fire burned on Sentinel Hill as usual but people paid more attention to the rhythmical screaming of vast flocks of unnaturally belated whippoorwills which seemed to be assembled near the unlighted Whateley farmhouse,That Halloween the hill noises sounded louder than ever and fire burned on Sentinel Hill as usual but people paid more attention to the rhythmical screaming of vast flocks of unnaturally belated whippoorwills which seemed to be assembled near the unlighted Whateley farmhouse
That night Slater slept quietly and the next morning he wakened with no singular feature save a certain alteration of expression,That night Slater slept quietly and the next morning he wakened with no singular feature save a certain alteration of expression
The shadow I had seen I hardly dared to analyse or identify,The shadow I had seen I hardly dared to analyse or identify
I reached out to uncurl and look at it when suddenly I saw Pickman start as if shot,I reached out to uncurl and look at it when suddenly I saw Pickman start as if shot
The expression on her face was one of hideous malevolence and exultation and when he awaked he could recall a croaking voice that persuaded and threatened,The expression on her face was one of hideous malevolence and exultation and when he awaked he could recall a croaking voice that persuaded and threatened
Sometimes it enters directly into the composition of the events while sometimes it relates only to their fortuitous position among persons and places,Sometimes it enters directly into the composition of the events while sometimes it relates only to their fortuitous position among persons and places
My host appeared not to notice this and in courtesy I kept silent as he piloted me up a curving stairway across a hall and into a room whose door I heard him lock behind us,My host appeared not to notice this and in courtesy I kept silent as he piloted me up a curving stairway across a hall and into a room whose door I heard him lock behind us
Romero and I moved without material hesitancy through drifts and down ladders ever toward the thing that allured us yet ever with a pitifully helpless fear and reluctance,Romero and I moved without material hesitancy through drifts and down ladders ever toward the thing that allured us yet ever with a pitifully helpless fear and reluctance
Two hundred years and more they have leaned or squatted there while the vines have crawled and the trees have swelled and spread,Two hundred years and more they have leaned or squatted there while the vines have crawled and the trees have swelled and spread
As he went upstairs and across the garret hall he sprinkled about some flour which he had borrowed with a frank admission as to its purpose from the landlord,As he went upstairs and across the garret hall he sprinkled about some flour which he had borrowed with a frank admission as to its purpose from the landlord
I can still see Herbert West under the sinister electric light as he injected his reanimating solution into the arm of the headless body,I can still see Herbert West under the sinister electric light as he injected his reanimating solution into the arm of the headless body
It hath been my good fortune to retain the rural seat of my ancestors swallowed though it was by two towns first Greenwich which built up hither after  then New York which joined on near ,It hath been my good fortune to retain the rural seat of my ancestors swallowed though it was by two towns first Greenwich which built up hither after  then New York which joined on near 
They roared like the animals they were and broke instruments and furniture indiscriminately screaming about such nonsense as the curse of the ivory image and the dark dead youth who looked at them and swam away,They roared like the animals they were and broke instruments and furniture indiscriminately screaming about such nonsense as the curse of the ivory image and the dark dead youth who looked at them and swam away
I recalled what he had said of the pineal gland and wondered what he saw with this preternatural eye,I recalled what he had said of the pineal gland and wondered what he saw with this preternatural eye
The Scream of the Dead The scream of a dead man gave to me that acute and added horror of Dr Herbert West which harassed the latter years of our companionship,The Scream of the Dead The scream of a dead man gave to me that acute and added horror of Dr Herbert West which harassed the latter years of our companionship
I would have to count on sheer speed and the chance of getting to a window before any hostile forces became coArdinated enough to open the right door toward me with a pass key,I would have to count on sheer speed and the chance of getting to a window before any hostile forces became coArdinated enough to open the right door toward me with a pass key
The Sphinx is his cousin and he speaks her language but he is more ancient than the Sphinx and remembers that which she hath forgotten,The Sphinx is his cousin and he speaks her language but he is more ancient than the Sphinx and remembers that which she hath forgotten
Slowly amidst the distorted horrors of that indescribable scene she began to churn the lethal waters whilst on the masonry of that charnel shore that was not of earth the titan Thing from the stars slavered and gibbered like Polypheme cursing the fleeing ship of Odysseus,Slowly amidst the distorted horrors of that indescribable scene she began to churn the lethal waters whilst on the masonry of that charnel shore that was not of earth the titan Thing from the stars slavered and gibbered like Polypheme cursing the fleeing ship of Odysseus
Certainly the nerves were recalling the mans last act in life the struggle to get free of the falling aAroplane,Certainly the nerves were recalling the mans last act in life the struggle to get free of the falling aAroplane
I have had em pointed out to me here though come to think of it the elder children do not seem to be around lately,I have had em pointed out to me here though come to think of it the elder children do not seem to be around lately
At this point I was left to imagine the solution of the greatest mystery of all how the curse had been fulfilled since that time when Charles Le Sorcier must in the course of Nature have died for the man digressed into an account of the deep alchemical studies of the two wizards father and son speaking most particularly of the researches of Charles Le Sorcier concerning the elixir which should grant to him who partook of it eternal life and youth,At this point I was left to imagine the solution of the greatest mystery of all how the curse had been fulfilled since that time when Charles Le Sorcier must in the course of Nature have died for the man digressed into an account of the deep alchemical studies of the two wizards father and son speaking most particularly of the researches of Charles Le Sorcier concerning the elixir which should grant to him who partook of it eternal life and youth
Gilman whose ears had so lately possessed an abnormal sensitiveness was now stone deaf,Gilman whose ears had so lately possessed an abnormal sensitiveness was now stone deaf
One might for example pass into a timeless dimension and emerge at some remote period of the earths history as young as before,One might for example pass into a timeless dimension and emerge at some remote period of the earths history as young as before
He proved however too hopelessly drunk to be a menace so that I reached the dismal ruins of the Bank Street warehouses in safety,He proved however too hopelessly drunk to be a menace so that I reached the dismal ruins of the Bank Street warehouses in safety
Both soldiers maintained that we could better afford to antagonise the minority of colonists and civilised natives by inaction than to antagonise a probable majority of tribesmen and cottagers by stamping out the dread rites,Both soldiers maintained that we could better afford to antagonise the minority of colonists and civilised natives by inaction than to antagonise a probable majority of tribesmen and cottagers by stamping out the dread rites
I called the peak a bit of outcropping rock but Klenze thought he saw carvings on it,I called the peak a bit of outcropping rock but Klenze thought he saw carvings on it
He knew he did walk and the thing to do now was to stop it,He knew he did walk and the thing to do now was to stop it
Legrasse deeply impressed and not a little bewildered had inquired in vain concerning the historic affiliations of the cult,Legrasse deeply impressed and not a little bewildered had inquired in vain concerning the historic affiliations of the cult
So here we all were in the mystic sunset of the autumn hills old Scribonius Libo in his toga prAtexta the golden light glancing on his shiny bald head and wrinkled hawk face Balbutius with his gleaming helmet and breastplate blue shaven lips compressed in conscientiously dogged opposition young Asellius with his polished greaves and superior sneer and the curious throng of townsfolk legionaries tribesmen peasants lictors slaves and attendants,So here we all were in the mystic sunset of the autumn hills old Scribonius Libo in his toga prAtexta the golden light glancing on his shiny bald head and wrinkled hawk face Balbutius with his gleaming helmet and breastplate blue shaven lips compressed in conscientiously dogged opposition young Asellius with his polished greaves and superior sneer and the curious throng of townsfolk legionaries tribesmen peasants lictors slaves and attendants
On April th the derelict was sighted and though apparently deserted was found upon boarding to contain one survivor in a half delirious condition and one man who had evidently been dead for more than a week,On April th the derelict was sighted and though apparently deserted was found upon boarding to contain one survivor in a half delirious condition and one man who had evidently been dead for more than a week
I think that these things were supposed to depict men at least a certain sort of men though the creatures were shewn disporting like fishes in the waters of some marine grotto or paying homage at some monolithic shrine which appeared to be under the waves as well,I think that these things were supposed to depict men at least a certain sort of men though the creatures were shewn disporting like fishes in the waters of some marine grotto or paying homage at some monolithic shrine which appeared to be under the waves as well
I felt sensations like those one feels when accidentally scratching ground glass,I felt sensations like those one feels when accidentally scratching ground glass
Before the marble walls on the appointed night were pitched the pavilions of princes and the tents of travellers and all the shore resounded with the song of happy revellers,Before the marble walls on the appointed night were pitched the pavilions of princes and the tents of travellers and all the shore resounded with the song of happy revellers
He reigns there still and will reign happily forever though below the cliffs at Innsmouth the channel tides played mockingly with the body of a tramp who had stumbled through the half deserted village at dawn played mockingly and cast it upon the rocks by ivy covered Trevor Towers where a notably fat and especially offensive millionaire brewer enjoys the purchased atmosphere of extinct nobility,He reigns there still and will reign happily forever though below the cliffs at Innsmouth the channel tides played mockingly with the body of a tramp who had stumbled through the half deserted village at dawn played mockingly and cast it upon the rocks by ivy covered Trevor Towers where a notably fat and especially offensive millionaire brewer enjoys the purchased atmosphere of extinct nobility
In brief the floor was a veritable ossuary of the bones of small children some fairly modern but others extending back in infinite gradations to a period so remote that crumbling was almost complete,In brief the floor was a veritable ossuary of the bones of small children some fairly modern but others extending back in infinite gradations to a period so remote that crumbling was almost complete
I was rather glad to be rid of MA14ller for even his silence had unfavourably affected the crew,I was rather glad to be rid of MA14ller for even his silence had unfavourably affected the crew
Mansion after mansion claimed my gaze most of them decrepit and boarded up amidst neglected grounds but one or two in each street shewing signs of occupancy,Mansion after mansion claimed my gaze most of them decrepit and boarded up amidst neglected grounds but one or two in each street shewing signs of occupancy
Too weary to ascend I slept in the shadow of the hill,Too weary to ascend I slept in the shadow of the hill
The old Captains ben dead these sixty years and there as not ben a good sized ship out of the place since the Civil War but just the same the Marshes still keep on buying a few of those native trade things mostly glass and rubber gewgaws they tell me,The old Captains ben dead these sixty years and there as not ben a good sized ship out of the place since the Civil War but just the same the Marshes still keep on buying a few of those native trade things mostly glass and rubber gewgaws they tell me
That night the men of Teloth lodged the stranger in a stable and in the morning an archon came to him and told him to go to the shop of Athok the cobbler and be apprenticed to him,That night the men of Teloth lodged the stranger in a stable and in the morning an archon came to him and told him to go to the shop of Athok the cobbler and be apprenticed to him
What was the land of these wanderers none could tell but it was seen that they were given to strange prayers and that they had painted on the sides of their wagons strange figures with human bodies and the heads of cats hawks rams and lions,What was the land of these wanderers none could tell but it was seen that they were given to strange prayers and that they had painted on the sides of their wagons strange figures with human bodies and the heads of cats hawks rams and lions
I saw the attic laboratory the electrical machine and the unsightly form of Tillinghast opposite me but of all the space unoccupied by familiar material objects not one particle was vacant,I saw the attic laboratory the electrical machine and the unsightly form of Tillinghast opposite me but of all the space unoccupied by familiar material objects not one particle was vacant
One seldom saw them but a few times a year they sent down little yellow squint eyed messengers who looked like Scythians to trade with the merchants by means of gestures and every spring and autumn they held the infamous rites on the peaks their howlings and altar fires throwing terror into the villages,One seldom saw them but a few times a year they sent down little yellow squint eyed messengers who looked like Scythians to trade with the merchants by means of gestures and every spring and autumn they held the infamous rites on the peaks their howlings and altar fires throwing terror into the villages
The thing must have happened at about three thirty in the afternoon,The thing must have happened at about three thirty in the afternoon
I spose it is cheap enough but I never see moren two or three people in it nobody but those Innsmouth folks,I spose it is cheap enough but I never see moren two or three people in it nobody but those Innsmouth folks
The curator of the historical society there Mr E Lapham Peabody was very courteous about assisting me and expressed unusual interest when I told him I was a grandson of Eliza Orne of Arkham who was born in and had married James Williamson of Ohio at the age of seventeen,The curator of the historical society there Mr E Lapham Peabody was very courteous about assisting me and expressed unusual interest when I told him I was a grandson of Eliza Orne of Arkham who was born in and had married James Williamson of Ohio at the age of seventeen
This aroused my curiosity for I knew of no deep sea organism capable of emitting such luminosity,This aroused my curiosity for I knew of no deep sea organism capable of emitting such luminosity
He looked at the mists from the diadem of Father Neptune and tried to walk into their white world of mystery along the titan steps of The Causeway,He looked at the mists from the diadem of Father Neptune and tried to walk into their white world of mystery along the titan steps of The Causeway
His eyes looking past me toward the malodorous sea were positively starting from his head while his face was a mask of fear worthy of Greek tragedy,His eyes looking past me toward the malodorous sea were positively starting from his head while his face was a mask of fear worthy of Greek tragedy
Nor can I doubt that every detail of this massive product was fashioned from the virgin hillside rock of our planet,Nor can I doubt that every detail of this massive product was fashioned from the virgin hillside rock of our planet
For some reason thought is very horrible to him and anything which stirs the imagination he flees as a plague,For some reason thought is very horrible to him and anything which stirs the imagination he flees as a plague
I am not given to emotion of any kind but my amazement was very great when I saw what lay revealed in that electrical glow,I am not given to emotion of any kind but my amazement was very great when I saw what lay revealed in that electrical glow
I felt conscious of youth because I remembered so little,I felt conscious of youth because I remembered so little
And when tales fly thick in the grottoes of tritons and conches in seaweed cities blow wild tunes learned from the Elder Ones then great eager vapours flock to heaven laden with lore and Kingsport nestling uneasy on its lesser cliffs below that awesome hanging sentinel of rock sees oceanward only a mystic whiteness as if the cliffs rim were the rim of all earth and the solemn bells of the buoys tolled free in the aether of faery,And when tales fly thick in the grottoes of tritons and conches in seaweed cities blow wild tunes learned from the Elder Ones then great eager vapours flock to heaven laden with lore and Kingsport nestling uneasy on its lesser cliffs below that awesome hanging sentinel of rock sees oceanward only a mystic whiteness as if the cliffs rim were the rim of all earth and the solemn bells of the buoys tolled free in the aether of faery
This acting on my imagination had supplied namelessly sinister qualities to the indeterminate face and robed shambling form beneath it,This acting on my imagination had supplied namelessly sinister qualities to the indeterminate face and robed shambling form beneath it
So the youth answered I am Iranon and come from Aira a far city that I recall only dimly but seek to find again,So the youth answered I am Iranon and come from Aira a far city that I recall only dimly but seek to find again
It was on the twenty first of February  that the thing finally occurred,It was on the twenty first of February  that the thing finally occurred
I now felt gnawing at my vitals that dark terror which will never leave me till I too am at rest accidentally or otherwise,I now felt gnawing at my vitals that dark terror which will never leave me till I too am at rest accidentally or otherwise
Instantly the outside knocking became a violent battering while keys sounded ominously in the hall doors of the rooms on both sides of me,Instantly the outside knocking became a violent battering while keys sounded ominously in the hall doors of the rooms on both sides of me
He was not like any other Jermyn who had ever lived for he was a poet and a dreamer,He was not like any other Jermyn who had ever lived for he was a poet and a dreamer
Perhaps it was like the pulsing of the engines far down in a great liner as sensed from the deck yet it was not so mechanical not so devoid of the element of life and consciousness,Perhaps it was like the pulsing of the engines far down in a great liner as sensed from the deck yet it was not so mechanical not so devoid of the element of life and consciousness
I saw the Alert now sold and in commercial use at Circular Quay in Sydney Cove but gained nothing from its non committal bulk,I saw the Alert now sold and in commercial use at Circular Quay in Sydney Cove but gained nothing from its non committal bulk
The hills rose scarlet and gold to the north of the little town and the westering sun shone ruddily and mystically on the crude new stone and plaster buildings of the dusty forum and the wooden walls of the circus some distance to the east,The hills rose scarlet and gold to the north of the little town and the westering sun shone ruddily and mystically on the crude new stone and plaster buildings of the dusty forum and the wooden walls of the circus some distance to the east
He was curiously unelated over his impending escape and almost dreaded the exertion for his form had the indolent stoutness of early middle age,He was curiously unelated over his impending escape and almost dreaded the exertion for his form had the indolent stoutness of early middle age
Libo himself as well as Balbutius insisted on accompanying the cohort but great difficulty was suffered in getting a native guide to point out the paths up the mountain,Libo himself as well as Balbutius insisted on accompanying the cohort but great difficulty was suffered in getting a native guide to point out the paths up the mountain
That object was my uncle the venerable Elihu Whipple who with blackening and decaying features leered and gibbered at me and reached out dripping claws to rend me in the fury which this horror had brought,That object was my uncle the venerable Elihu Whipple who with blackening and decaying features leered and gibbered at me and reached out dripping claws to rend me in the fury which this horror had brought
That plague of  must have taken off the best blood in the place,That plague of  must have taken off the best blood in the place
It is fiendish work Carter and I doubt if any man without ironclad sensibilities could ever see it through and come up alive and sane,It is fiendish work Carter and I doubt if any man without ironclad sensibilities could ever see it through and come up alive and sane
At the time Pierre said that this restriction was imposed upon me because my noble birth placed me above association with such plebeian company,At the time Pierre said that this restriction was imposed upon me because my noble birth placed me above association with such plebeian company
An hour later darkness found him in the open fields beyond Hangmans Brook with the glimmering spring stars shining ahead,An hour later darkness found him in the open fields beyond Hangmans Brook with the glimmering spring stars shining ahead
Many of the crowded family degenerated moved across the valley and merged with the mongrel population which was later to produce the pitiful squatters,Many of the crowded family degenerated moved across the valley and merged with the mongrel population which was later to produce the pitiful squatters
We never come here at night and it is only because of his will that we keep it this way,We never come here at night and it is only because of his will that we keep it this way
The rest is shadowy and monstrous,The rest is shadowy and monstrous
His impassioned lectures in defence of Villon  Verlaine and Oscar Wilde were applied to himself as well and in the short Indian summer of his glory there was talk of a renewed engagement at a certain cultured home on Park Avenue,His impassioned lectures in defence of Villon  Verlaine and Oscar Wilde were applied to himself as well and in the short Indian summer of his glory there was talk of a renewed engagement at a certain cultured home on Park Avenue
As I gazed I perceived that my own brain held the key to these enchanting metamorphoses for each vista which appeared to me was the one my changing mind most wished to behold,As I gazed I perceived that my own brain held the key to these enchanting metamorphoses for each vista which appeared to me was the one my changing mind most wished to behold
It is not known how long Iranon tarried in Oonai but one day the King brought to the palace some wild whirling dancers from the Liranian desert and dusky flute players from Drinen in the East and after that the revellers threw their roses not so much at Iranon as at the dancers and the flute players,It is not known how long Iranon tarried in Oonai but one day the King brought to the palace some wild whirling dancers from the Liranian desert and dusky flute players from Drinen in the East and after that the revellers threw their roses not so much at Iranon as at the dancers and the flute players
They were never heard of again,They were never heard of again
Now I ride with the mocking and friendly ghouls on the night wind and play by day amongst the catacombs of Nephren Ka in the sealed and unknown valley of Hadoth by the Nile,Now I ride with the mocking and friendly ghouls on the night wind and play by day amongst the catacombs of Nephren Ka in the sealed and unknown valley of Hadoth by the Nile
Less inexplicable was his fitting up of another downstairs room for his new grandson a room which several callers saw though no one was ever admitted to the closely boarded upper story,Less inexplicable was his fitting up of another downstairs room for his new grandson a room which several callers saw though no one was ever admitted to the closely boarded upper story
The high backed settle faced the row of curtained windows at the left and seemed to be occupied though I was not sure,The high backed settle faced the row of curtained windows at the left and seemed to be occupied though I was not sure
Snow would have hid the rails in any case,Snow would have hid the rails in any case
Somehow I doubt if it was stolen by mortal hands for many strange things were taught me in India,Somehow I doubt if it was stolen by mortal hands for many strange things were taught me in India
He fell on a narrow hill street leading up from an ancient waterfront swarming with foreign mongrels after a careless push from a negro sailor,He fell on a narrow hill street leading up from an ancient waterfront swarming with foreign mongrels after a careless push from a negro sailor
On this occasion he spoke of the perils to be faced and exhorted the men of OlathoA bravest of the Lomarians to sustain the traditions of their ancestors who when forced to move southward from Zobna before the advance of the great ice sheet even as our descendants must some day flee from the land of Lomar valiantly and victoriously swept aside the hairy long armed cannibal Gnophkehs that stood in their way,On this occasion he spoke of the perils to be faced and exhorted the men of OlathoA bravest of the Lomarians to sustain the traditions of their ancestors who when forced to move southward from Zobna before the advance of the great ice sheet even as our descendants must some day flee from the land of Lomar valiantly and victoriously swept aside the hairy long armed cannibal Gnophkehs that stood in their way
But I do not fear him now for I suspect that he has known horrors beyond my ken,But I do not fear him now for I suspect that he has known horrors beyond my ken
Too many folks missin too much wild preachin at meetin of a Sunday too much talk abaout that reef,Too many folks missin too much wild preachin at meetin of a Sunday too much talk abaout that reef
Curtis Whateley was only just regaining consciousness when the Arkham men came slowly down the mountain in the beams of a sunlight once more brilliant and untainted,Curtis Whateley was only just regaining consciousness when the Arkham men came slowly down the mountain in the beams of a sunlight once more brilliant and untainted
Gilman sat in a daze all the afternoon and Elwood who had meanwhile seen the papers and formed terrible conjectures from them found him thus when he came home,Gilman sat in a daze all the afternoon and Elwood who had meanwhile seen the papers and formed terrible conjectures from them found him thus when he came home
On an improvised dissecting table in the old farmhouse by the light of a powerful acetylene lamp the specimen was not very spectral looking,On an improvised dissecting table in the old farmhouse by the light of a powerful acetylene lamp the specimen was not very spectral looking
It was a very foolish hysteria for the boy had often run away before but Italian peasants are exceedingly superstitious and this woman seemed as much harassed by omens as by facts,It was a very foolish hysteria for the boy had often run away before but Italian peasants are exceedingly superstitious and this woman seemed as much harassed by omens as by facts
The effect of this volume had not left me and I felt a certain hesitancy in speaking of it but curiosity overmastered all the vague fears which had steadily accumulated since my first glimpse of the house,The effect of this volume had not left me and I felt a certain hesitancy in speaking of it but curiosity overmastered all the vague fears which had steadily accumulated since my first glimpse of the house
Whatever had burst loose upon the world had assuredly gone down into the great sinister ravine for all the trees on the banks were bent and broken and a great avenue had been gouged in the precipice hanging underbrush,Whatever had burst loose upon the world had assuredly gone down into the great sinister ravine for all the trees on the banks were bent and broken and a great avenue had been gouged in the precipice hanging underbrush
generally stopped at the Mansion House in Benefit Street the renamed Golden Ball Inn whose roof has sheltered Washington Jefferson and Lafayette and his favourite walk led northward along the same street to Mrs Whitmans home and the neighbouring hillside churchyard of St Johns whose hidden expanse of eighteenth century gravestones had for him a peculiar fascination,generally stopped at the Mansion House in Benefit Street the renamed Golden Ball Inn whose roof has sheltered Washington Jefferson and Lafayette and his favourite walk led northward along the same street to Mrs Whitmans home and the neighbouring hillside churchyard of St Johns whose hidden expanse of eighteenth century gravestones had for him a peculiar fascination
Put back the slab and run there is nothing else you or anyone can do now The tone changed again this time acquiring a softer quality as of hopeless resignation,Put back the slab and run there is nothing else you or anyone can do now The tone changed again this time acquiring a softer quality as of hopeless resignation
So far I have not shot myself as my uncle Douglas did,So far I have not shot myself as my uncle Douglas did
You would better thank heaven it did not go further   ,You would better thank heaven it did not go further   
And when I saw on the dim litten moor a wide nebulous shadow sweeping from mound to mound I shut my eyes and threw myself face down upon the ground,And when I saw on the dim litten moor a wide nebulous shadow sweeping from mound to mound I shut my eyes and threw myself face down upon the ground
Of the cattle only a quarter could be found and identified,Of the cattle only a quarter could be found and identified
But the archon was sullen and did not understand and rebuked the stranger,But the archon was sullen and did not understand and rebuked the stranger
The ancient books taken from Whateleys quarters while absorbingly interesting and in several cases promising to open up new and terrible lines of research among philosophers and men of science were of no assistance whatever in this matter,The ancient books taken from Whateleys quarters while absorbingly interesting and in several cases promising to open up new and terrible lines of research among philosophers and men of science were of no assistance whatever in this matter
Still no one durst complain to the sinister couple even when little Atal the innkeepers son vowed that he had at twilight seen all the cats of Ulthar in that accursed yard under the trees pacing very slowly and solemnly in a circle around the cottage two abreast as if in performance of some unheard of rite of beasts,Still no one durst complain to the sinister couple even when little Atal the innkeepers son vowed that he had at twilight seen all the cats of Ulthar in that accursed yard under the trees pacing very slowly and solemnly in a circle around the cottage two abreast as if in performance of some unheard of rite of beasts
At night the subtle stirring of the black city outside the sinister scurrying of rats in the wormy partitions and the creaking of hidden timbers in the centuried house were enough to give him a sense of strident pandemonium,At night the subtle stirring of the black city outside the sinister scurrying of rats in the wormy partitions and the creaking of hidden timbers in the centuried house were enough to give him a sense of strident pandemonium
